batch_id,drug_id,manufacturer,manufacture_date,shelf_life_months,current_stock_days,units_in_stock,turnover_rate,avg_regional_demand,storage_temp_variability,last_movement_days_ago,will_expire_soon,formulation,drug_type
BATCH_007053,DRUG_308,Manufacturer_15,10-11-2024,11,187,533,272.71,330.87,1.84,60,0,capsule,antifungal
BATCH_007054,DRUG_345,Manufacturer_2,18-01-2023,36,286,526,230.94,251.35,4.36,43,0,ointment,antihistamine
BATCH_007055,DRUG_127,Manufacturer_11,13-11-2023,23,190,540,395.7,403.96,3.25,178,0,injection,painkiller
BATCH_007056,DRUG_425,Manufacturer_45,03-12-2024,31,819,529,468.21,484.73,4.15,127,0,injection,antihistamine
BATCH_007057,DRUG_287,Manufacturer_23,28-04-2024,36,752,479,419.78,292.16,1.29,116,0,ointment,antihistamine
BATCH_007058,DRUG_254,Manufacturer_10,24-02-2023,10,-468,464,200.63,178.04,4.59,157,0,ointment,antihistamine
BATCH_007059,DRUG_213,Manufacturer_3,17-05-2022,11,-721,494,115.9,553.68,0.76,98,1,tablet,antacid
BATCH_007060,DRUG_250,Manufacturer_5,20-11-2022,14,-442,533,458.1,222.15,2.19,83,0,ointment,antifungal
BATCH_007061,DRUG_84,Manufacturer_3,06-11-2023,20,91,513,199.11,599.03,0.56,100,0,injection,antifungal
BATCH_007062,DRUG_487,Manufacturer_38,10-09-2023,15,-118,467,387.4,472.03,1.33,9,0,ointment,antifungal
BATCH_007063,DRUG_383,Manufacturer_13,13-11-2022,22,-206,531,494.87,428.3,4.83,145,0,tablet,painkiller
BATCH_007064,DRUG_406,Manufacturer_42,22-10-2022,34,137,541,292.95,56.82,0.85,123,0,tablet,supplement
BATCH_007065,DRUG_388,Manufacturer_19,02-05-2024,31,604,497,245.14,296.69,1.15,24,0,tablet,painkiller
BATCH_007066,DRUG_13,Manufacturer_40,15-01-2024,24,283,498,352.94,326.35,4.66,102,0,tablet,antifungal
BATCH_007067,DRUG_45,Manufacturer_50,03-12-2022,17,-338,492,105.03,257.01,3.7,161,1,syrup,antibiotic
BATCH_007068,DRUG_127,Manufacturer_35,13-12-2023,14,-54,515,249.24,132.49,2.33,43,0,ointment,antihistamine
BATCH_007069,DRUG_426,Manufacturer_24,16-04-2024,20,253,501,163.04,252.1,0.81,166,0,capsule,antihistamine
BATCH_007070,DRUG_114,Manufacturer_24,14-06-2024,19,282,509,90.47,91.24,4.03,89,0,ointment,supplement
BATCH_007071,DRUG_433,Manufacturer_17,02-06-2024,6,-126,505,308.97,210.01,2.72,107,0,syrup,antibiotic
BATCH_007072,DRUG_276,Manufacturer_40,23-12-2022,22,-166,521,292.1,96.02,1.95,170,0,tablet,antacid
BATCH_007073,DRUG_500,Manufacturer_10,07-11-2022,6,-699,492,382.99,463.83,2.12,147,0,syrup,painkiller
BATCH_007074,DRUG_205,Manufacturer_2,04-12-2023,28,363,486,437.76,419.14,2.77,71,0,injection,antacid
BATCH_007075,DRUG_337,Manufacturer_44,26-10-2024,34,872,461,117.98,566.96,2.98,1,0,injection,antibiotic
BATCH_007076,DRUG_438,Manufacturer_23,27-03-2025,26,781,489,392.05,258.96,4.18,113,0,ointment,supplement
BATCH_007077,DRUG_420,Manufacturer_6,30-11-2024,27,694,477,190.02,482.41,3.97,154,0,ointment,antibiotic
BATCH_007078,DRUG_481,Manufacturer_2,12-08-2022,18,-421,457,318.11,373.18,3.95,33,0,capsule,supplement
BATCH_007079,DRUG_385,Manufacturer_21,19-09-2024,36,896,507,426.62,405.36,3.78,54,0,capsule,antacid
BATCH_007080,DRUG_399,Manufacturer_35,28-01-2023,35,266,523,135.53,351.1,3.91,163,0,injection,antacid
BATCH_007081,DRUG_461,Manufacturer_49,06-09-2024,13,183,472,304.47,478.54,3.55,106,0,tablet,antibiotic
BATCH_007082,DRUG_273,Manufacturer_29,08-03-2025,35,1036,444,245.36,73.1,4.41,71,0,syrup,antibiotic
BATCH_007083,DRUG_408,Manufacturer_7,02-07-2022,18,-462,499,397.38,94.27,3.01,68,0,capsule,antihistamine
BATCH_007084,DRUG_58,Manufacturer_29,04-08-2022,21,-337,522,351.65,102.76,2.84,103,0,capsule,supplement
BATCH_007085,DRUG_328,Manufacturer_37,05-04-2024,7,-153,507,387.12,208.78,3.66,64,0,tablet,antihistamine
BATCH_007086,DRUG_498,Manufacturer_23,26-06-2022,18,-468,483,151.09,375.12,1.25,125,1,tablet,painkiller
BATCH_007087,DRUG_219,Manufacturer_33,02-10-2023,23,148,515,355.13,405.09,4,84,0,ointment,painkiller
BATCH_007088,DRUG_109,Manufacturer_8,08-02-2025,8,186,500,306.84,441.93,4.71,171,0,syrup,antibiotic
BATCH_007089,DRUG_279,Manufacturer_12,19-12-2023,18,73,473,233.77,204.42,1.83,42,0,tablet,antacid
BATCH_007090,DRUG_174,Manufacturer_46,11-10-2023,24,187,490,195.39,407.62,3.25,73,0,capsule,painkiller
BATCH_007091,DRUG_328,Manufacturer_48,13-03-2024,18,158,467,172.48,114.73,0.65,20,0,capsule,painkiller
BATCH_007092,DRUG_264,Manufacturer_10,19-08-2022,24,-231,515,14.74,55.49,3.95,140,1,injection,antihistamine
BATCH_007093,DRUG_315,Manufacturer_15,23-04-2023,9,-441,533,93.08,432.07,3.02,107,1,tablet,antihistamine
BATCH_007094,DRUG_474,Manufacturer_24,02-02-2024,24,301,502,38.9,443.59,3.53,113,0,ointment,painkiller
BATCH_007095,DRUG_111,Manufacturer_26,05-03-2023,23,-63,488,425.7,392.18,1.14,27,0,syrup,antibiotic
BATCH_007096,DRUG_187,Manufacturer_47,13-09-2024,30,708,481,431.44,192.38,4.14,157,0,ointment,antihistamine
BATCH_007097,DRUG_269,Manufacturer_42,25-12-2024,11,232,489,424.63,560.11,1.65,81,0,capsule,painkiller
BATCH_007098,DRUG_423,Manufacturer_39,26-10-2024,24,568,481,410.78,531.62,3.58,105,0,ointment,antacid
BATCH_007099,DRUG_229,Manufacturer_3,25-03-2024,30,536,531,118.45,333.55,3.17,129,0,capsule,antihistamine
BATCH_007100,DRUG_497,Manufacturer_2,20-04-2023,36,378,500,250.98,594.03,3.44,57,0,capsule,painkiller
BATCH_007101,DRUG_156,Manufacturer_6,02-07-2023,9,-371,495,454.84,214.24,0.73,20,0,capsule,supplement
BATCH_007102,DRUG_473,Manufacturer_21,15-11-2022,9,-600,490,382.29,320.12,3.84,89,0,capsule,antihistamine
BATCH_007103,DRUG_189,Manufacturer_9,03-02-2024,29,454,503,10.89,560.36,4.08,173,0,capsule,supplement
BATCH_007104,DRUG_272,Manufacturer_10,09-07-2022,12,-637,477,235.12,304.17,2.64,82,0,injection,antihistamine
BATCH_007105,DRUG_375,Manufacturer_36,04-08-2022,36,119,531,15.23,309.05,2.34,24,0,ointment,antihistamine
BATCH_007106,DRUG_2,Manufacturer_3,18-10-2022,12,-536,470,147.52,93.67,2.04,56,1,injection,antifungal
BATCH_007107,DRUG_246,Manufacturer_41,21-02-2024,31,533,475,223.52,166.24,4.68,147,0,injection,antifungal
BATCH_007108,DRUG_210,Manufacturer_24,26-09-2023,28,294,512,447.52,136.83,3.9,5,0,tablet,supplement
BATCH_007109,DRUG_401,Manufacturer_22,24-10-2023,31,413,511,330.65,360.9,3.64,17,0,tablet,antibiotic
BATCH_007110,DRUG_286,Manufacturer_49,12-05-2022,21,-421,510,187.62,225.17,4.67,176,1,tablet,painkiller
BATCH_007111,DRUG_359,Manufacturer_14,19-04-2022,32,-109,505,250.42,92.37,2.07,147,0,syrup,antibiotic
BATCH_007112,DRUG_13,Manufacturer_42,01-03-2024,21,238,490,410.52,330.48,3.34,102,0,tablet,antibiotic
BATCH_007113,DRUG_96,Manufacturer_45,14-07-2023,10,-328,541,156.83,418.07,3.59,161,1,ointment,antifungal
BATCH_007114,DRUG_498,Manufacturer_44,16-04-2022,20,-478,471,311.37,455.09,4.98,137,0,injection,painkiller
BATCH_007115,DRUG_221,Manufacturer_27,01-04-2023,28,116,490,138.5,510.63,2.42,32,0,ointment,antifungal
BATCH_007116,DRUG_238,Manufacturer_33,19-03-2023,9,-476,499,245.18,315.08,2.3,114,0,tablet,antifungal
BATCH_007117,DRUG_94,Manufacturer_22,10-02-2025,29,827,510,22.08,264.84,0.88,146,0,syrup,antifungal
BATCH_007118,DRUG_338,Manufacturer_29,09-12-2023,30,429,510,427.61,426.27,0.94,46,0,syrup,antacid
BATCH_007119,DRUG_269,Manufacturer_19,23-09-2024,18,352,513,33.69,57.35,2.8,176,0,injection,antibiotic
BATCH_007120,DRUG_171,Manufacturer_19,23-10-2022,33,108,500,119.94,398.44,1.27,29,0,ointment,antibiotic
BATCH_007121,DRUG_469,Manufacturer_6,31-01-2023,24,-66,497,173.42,273.13,0.83,58,1,capsule,antibiotic
BATCH_007122,DRUG_94,Manufacturer_45,21-01-2025,12,290,477,316.33,299.08,4.84,30,0,ointment,antacid
BATCH_007123,DRUG_149,Manufacturer_19,27-09-2023,17,-40,456,362.82,212.95,4.78,20,0,tablet,antihistamine
BATCH_007124,DRUG_112,Manufacturer_13,19-11-2022,31,74,491,49.42,120,1.96,16,0,capsule,supplement
BATCH_007125,DRUG_55,Manufacturer_26,22-11-2024,14,291,523,31.3,270.78,4.05,178,0,syrup,supplement
BATCH_007126,DRUG_337,Manufacturer_22,21-11-2024,22,533,497,401.51,219.51,4.43,151,0,injection,antacid
BATCH_007127,DRUG_424,Manufacturer_21,12-11-2024,7,68,474,358.96,578.07,2.59,167,0,injection,antibiotic
BATCH_007128,DRUG_467,Manufacturer_36,17-05-2024,21,315,531,417.46,568.95,1.51,97,0,syrup,supplement
BATCH_007129,DRUG_116,Manufacturer_2,20-04-2023,12,-352,504,341.5,404.15,1.08,174,0,tablet,antacid
BATCH_007130,DRUG_143,Manufacturer_47,29-04-2024,36,753,509,378,547.04,1.13,19,0,syrup,antifungal
BATCH_007131,DRUG_201,Manufacturer_44,11-09-2023,34,461,514,195.73,463.2,4.09,15,0,tablet,painkiller
BATCH_007132,DRUG_180,Manufacturer_30,06-08-2023,23,91,506,299.19,240.24,2.23,57,0,capsule,supplement
BATCH_007133,DRUG_202,Manufacturer_27,03-07-2022,12,-643,501,404.64,382.15,3.62,48,0,syrup,painkiller
BATCH_007134,DRUG_364,Manufacturer_7,27-03-2025,6,172,552,94.34,171.18,2.92,169,0,tablet,antibiotic
BATCH_007135,DRUG_479,Manufacturer_20,22-07-2023,36,471,507,217.18,427.96,2.28,139,0,capsule,supplement
BATCH_007136,DRUG_53,Manufacturer_50,20-07-2023,8,-383,520,372.84,74.64,1.06,168,0,syrup,antacid
BATCH_007137,DRUG_471,Manufacturer_31,02-08-2022,36,117,520,270.99,507.24,2,59,0,injection,antihistamine
BATCH_007138,DRUG_384,Manufacturer_23,17-05-2022,26,-264,514,344.01,370.78,4.28,23,0,syrup,supplement
BATCH_007139,DRUG_180,Manufacturer_13,05-10-2022,35,151,496,153.51,82.14,4.15,12,0,ointment,supplement
BATCH_007140,DRUG_414,Manufacturer_17,01-09-2022,33,56,543,25.85,529.47,0.63,33,1,syrup,supplement
BATCH_007141,DRUG_417,Manufacturer_4,13-11-2024,35,921,505,24.28,532.74,1.13,154,0,ointment,supplement
BATCH_007142,DRUG_313,Manufacturer_14,06-08-2024,16,244,517,471.96,519.05,3.9,84,0,capsule,antacid
BATCH_007143,DRUG_308,Manufacturer_20,20-10-2022,27,-78,519,472.82,475.87,2.01,66,0,syrup,antacid
BATCH_007144,DRUG_137,Manufacturer_13,06-06-2022,20,-427,518,113.53,422.86,3.4,13,1,capsule,antihistamine
BATCH_007145,DRUG_182,Manufacturer_3,19-10-2024,34,865,505,82.26,268.3,3.03,106,0,capsule,antacid
BATCH_007146,DRUG_367,Manufacturer_26,08-01-2023,30,94,536,18.89,124.99,3.43,100,0,tablet,antacid
BATCH_007147,DRUG_1,Manufacturer_26,08-10-2024,30,733,504,123.32,208.83,0.74,40,0,capsule,antibiotic
BATCH_007148,DRUG_44,Manufacturer_18,20-04-2022,8,-839,489,173.83,240.89,4.69,107,1,capsule,antibiotic
BATCH_007149,DRUG_227,Manufacturer_32,24-04-2022,35,-13,501,128.21,246.94,0.59,157,1,syrup,painkiller
BATCH_007150,DRUG_331,Manufacturer_14,21-09-2022,29,-46,504,400.72,361.02,0.54,44,0,syrup,antihistamine
BATCH_007151,DRUG_98,Manufacturer_47,20-07-2024,18,287,496,377.22,164.61,1.52,73,0,injection,antibiotic
BATCH_007152,DRUG_208,Manufacturer_3,19-05-2023,9,-415,531,49.7,154.31,4.97,0,1,tablet,antihistamine
BATCH_007153,DRUG_265,Manufacturer_1,22-02-2025,28,809,509,351.69,444.33,0.83,102,0,capsule,antihistamine
BATCH_007154,DRUG_288,Manufacturer_26,15-12-2022,27,-22,505,265.09,54.13,4.44,91,0,tablet,supplement
BATCH_007155,DRUG_271,Manufacturer_24,21-03-2023,13,-352,477,74.76,132.24,1.22,93,1,ointment,antifungal
BATCH_007156,DRUG_140,Manufacturer_49,09-03-2023,27,62,501,372.37,289.23,0.99,83,0,capsule,antifungal
BATCH_007157,DRUG_481,Manufacturer_35,28-02-2025,9,236,496,52.16,132,4.01,179,0,tablet,antifungal
BATCH_007158,DRUG_237,Manufacturer_14,30-07-2023,23,84,463,96.8,577.9,4.31,19,0,injection,antihistamine
BATCH_007159,DRUG_462,Manufacturer_3,17-10-2022,12,-537,495,83.12,418.56,4.06,22,1,injection,supplement
BATCH_007160,DRUG_441,Manufacturer_13,13-03-2024,16,98,511,470.13,288.02,1.58,94,0,capsule,painkiller
BATCH_007161,DRUG_392,Manufacturer_47,21-05-2022,36,44,500,352.1,111.74,4.46,95,0,ointment,painkiller
BATCH_007162,DRUG_72,Manufacturer_50,25-09-2022,34,110,542,211.53,261.85,0.82,115,0,injection,antifungal
BATCH_007163,DRUG_155,Manufacturer_14,01-03-2023,32,207,495,412.88,407.83,2.04,89,0,injection,painkiller
BATCH_007164,DRUG_190,Manufacturer_21,03-02-2025,9,211,488,115.82,582.85,2.58,5,0,ointment,supplement
BATCH_007165,DRUG_268,Manufacturer_26,26-06-2024,18,263,488,466.24,309.98,0.8,160,0,tablet,antifungal
BATCH_007166,DRUG_321,Manufacturer_3,09-03-2023,14,-333,508,351.53,430.83,3.11,7,0,injection,supplement
BATCH_007167,DRUG_107,Manufacturer_40,22-07-2024,14,168,497,284.19,157.45,3.02,62,0,syrup,painkiller
BATCH_007168,DRUG_232,Manufacturer_4,12-12-2022,28,6,507,399.38,393,4.96,123,0,injection,antifungal
BATCH_007169,DRUG_42,Manufacturer_36,19-04-2024,26,439,507,325.94,181.48,3.3,131,0,tablet,supplement
BATCH_007170,DRUG_190,Manufacturer_43,14-12-2023,24,251,492,444.68,158.97,2.29,140,0,tablet,antacid
BATCH_007171,DRUG_371,Manufacturer_1,22-07-2023,8,-381,528,416.28,330.07,4.06,34,0,capsule,antacid
BATCH_007172,DRUG_139,Manufacturer_40,01-04-2023,30,177,509,106.94,166.42,2.01,92,0,syrup,supplement
BATCH_007173,DRUG_103,Manufacturer_47,18-05-2022,30,-141,483,127.44,446.73,2.9,161,1,tablet,supplement
BATCH_007174,DRUG_171,Manufacturer_33,22-05-2023,17,-168,518,41.9,565.54,0.75,55,1,ointment,antibiotic
BATCH_007175,DRUG_351,Manufacturer_7,15-04-2023,34,312,489,117.9,266.48,1.95,138,0,syrup,antibiotic
BATCH_007176,DRUG_273,Manufacturer_11,05-11-2023,16,-31,472,178.31,227.35,2.88,37,1,syrup,antihistamine
BATCH_007177,DRUG_481,Manufacturer_27,24-05-2024,25,444,513,24.13,146.74,3.66,172,0,ointment,antifungal
BATCH_007178,DRUG_416,Manufacturer_14,13-12-2024,16,373,543,164.33,264.72,0.95,85,0,injection,antihistamine
BATCH_007179,DRUG_221,Manufacturer_22,16-11-2023,22,162,487,388.06,357.8,4.09,117,0,ointment,antihistamine
BATCH_007180,DRUG_213,Manufacturer_16,22-03-2024,34,654,493,421.76,255.13,4.55,161,0,ointment,painkiller
BATCH_007181,DRUG_341,Manufacturer_46,23-07-2023,31,320,537,14.35,392.69,1.76,109,0,injection,antacid
BATCH_007182,DRUG_424,Manufacturer_12,06-11-2022,26,-91,513,13.5,414.33,3.94,74,1,injection,painkiller
BATCH_007183,DRUG_407,Manufacturer_49,18-12-2023,19,103,526,81.69,103.81,1.31,91,0,injection,antifungal
BATCH_007184,DRUG_56,Manufacturer_46,15-01-2023,21,-173,515,437.56,433.78,2.86,118,0,injection,supplement
BATCH_007185,DRUG_390,Manufacturer_10,11-05-2023,29,186,517,239.95,545.17,4.09,151,0,injection,antibiotic
BATCH_007186,DRUG_342,Manufacturer_24,02-04-2023,15,-279,534,491.62,64.44,2.24,73,0,ointment,antifungal
BATCH_007187,DRUG_434,Manufacturer_46,30-04-2023,36,388,488,444.79,353.24,0.62,62,0,capsule,supplement
BATCH_007188,DRUG_102,Manufacturer_18,08-01-2023,36,276,519,446.16,382.13,2.93,108,0,capsule,antifungal
BATCH_007189,DRUG_421,Manufacturer_22,21-12-2024,9,167,480,72.95,440.4,4.3,166,0,tablet,supplement
BATCH_007190,DRUG_493,Manufacturer_9,17-03-2025,15,436,487,242.86,262.17,0.99,148,0,capsule,antibiotic
BATCH_007191,DRUG_192,Manufacturer_17,13-01-2025,31,860,502,496.86,500.29,0.63,163,0,capsule,supplement
BATCH_007192,DRUG_499,Manufacturer_38,05-06-2024,25,456,511,83.03,346.94,4.14,47,0,ointment,antihistamine
BATCH_007193,DRUG_310,Manufacturer_40,18-09-2022,34,103,548,291.37,274.92,1.7,83,0,injection,antifungal
BATCH_007194,DRUG_200,Manufacturer_13,16-04-2024,17,162,508,178.7,445.59,2.14,140,0,injection,antibiotic
BATCH_007195,DRUG_233,Manufacturer_50,17-10-2023,35,528,485,200.05,560.06,0.89,1,0,ointment,supplement
BATCH_007196,DRUG_433,Manufacturer_37,04-02-2023,14,-366,491,446.49,496.6,0.93,110,0,capsule,antihistamine
BATCH_007197,DRUG_227,Manufacturer_6,17-03-2023,20,-143,498,298.07,561.87,3.27,154,0,ointment,antihistamine
BATCH_007198,DRUG_371,Manufacturer_21,08-10-2023,14,-120,476,381.8,196.26,2.99,6,0,tablet,antacid
BATCH_007199,DRUG_139,Manufacturer_36,11-02-2023,12,-420,495,339.88,115.18,1.82,104,0,injection,antihistamine
BATCH_007200,DRUG_344,Manufacturer_7,23-07-2024,31,686,471,269.22,343.89,2.54,18,0,syrup,painkiller
BATCH_007201,DRUG_305,Manufacturer_36,02-01-2025,29,788,463,397.94,74.44,2.25,167,0,tablet,antibiotic
BATCH_007202,DRUG_149,Manufacturer_25,12-11-2022,17,-359,450,485.66,421.02,3.63,20,0,tablet,antibiotic
BATCH_007203,DRUG_115,Manufacturer_11,16-02-2024,33,589,508,483.74,182,4.38,57,0,ointment,antibiotic
BATCH_007204,DRUG_450,Manufacturer_44,08-02-2025,25,704,521,396.83,299.89,3.94,153,0,capsule,supplement
BATCH_007205,DRUG_63,Manufacturer_14,12-01-2025,29,798,454,248.79,410.56,0.52,35,0,injection,antifungal
BATCH_007206,DRUG_104,Manufacturer_45,24-12-2023,19,109,487,89.95,315.7,0.95,43,0,syrup,supplement
BATCH_007207,DRUG_339,Manufacturer_29,17-08-2022,27,-142,488,31.79,179.83,2.43,63,1,tablet,painkiller
BATCH_007208,DRUG_359,Manufacturer_10,07-04-2023,21,-91,474,123.41,534.2,4.33,26,1,syrup,antifungal
BATCH_007209,DRUG_156,Manufacturer_50,16-05-2024,34,709,507,176.73,470.49,1.57,135,0,capsule,antihistamine
BATCH_007210,DRUG_273,Manufacturer_48,01-07-2023,24,85,504,73.63,380.59,4.46,89,0,capsule,supplement
BATCH_007211,DRUG_6,Manufacturer_5,04-11-2023,28,333,502,120.14,434.2,1,128,0,syrup,antifungal
BATCH_007212,DRUG_147,Manufacturer_8,03-09-2024,8,28,487,50.94,278.43,0.83,126,1,injection,antihistamine
BATCH_007213,DRUG_184,Manufacturer_46,26-10-2023,16,-41,469,266.6,256.74,4.61,22,0,capsule,antifungal
BATCH_007214,DRUG_486,Manufacturer_5,21-07-2022,28,-138,464,71.9,138.06,1.23,72,1,syrup,antihistamine
BATCH_007215,DRUG_28,Manufacturer_24,14-12-2024,26,678,538,373.96,491.98,2.59,30,0,tablet,antifungal
BATCH_007216,DRUG_450,Manufacturer_40,05-02-2024,25,335,467,173,259.57,1.97,134,0,syrup,supplement
BATCH_007217,DRUG_38,Manufacturer_26,04-02-2025,24,669,465,339.31,430.78,1.16,8,0,syrup,supplement
BATCH_007218,DRUG_119,Manufacturer_6,02-10-2022,13,-522,523,442.43,214.97,3.34,124,0,ointment,painkiller
BATCH_007219,DRUG_293,Manufacturer_16,17-08-2023,25,163,529,52.15,487.79,4.84,115,0,capsule,antacid
BATCH_007220,DRUG_371,Manufacturer_36,04-08-2023,13,-216,485,494.61,107.88,3.46,143,0,injection,antibiotic
BATCH_007221,DRUG_244,Manufacturer_12,09-04-2022,31,-150,494,326.17,393.76,2.09,151,0,injection,supplement
BATCH_007222,DRUG_68,Manufacturer_11,26-04-2023,8,-468,516,36.15,494.18,3.7,73,1,ointment,supplement
BATCH_007223,DRUG_214,Manufacturer_3,10-08-2023,15,-149,516,163.86,413.14,1.14,173,1,injection,antihistamine
BATCH_007224,DRUG_218,Manufacturer_44,16-10-2024,18,375,512,444.26,432.86,3.11,156,0,syrup,antacid
BATCH_007225,DRUG_177,Manufacturer_37,24-12-2022,14,-408,506,302.15,339.29,2.61,29,0,ointment,supplement
BATCH_007226,DRUG_299,Manufacturer_6,28-05-2024,11,21,486,150.74,357.47,2.12,178,1,tablet,antifungal
BATCH_007227,DRUG_164,Manufacturer_19,07-02-2025,20,550,477,470.84,86.24,3.83,158,0,capsule,antacid
BATCH_007228,DRUG_58,Manufacturer_18,27-06-2024,21,356,479,395.75,187.94,1.03,29,0,capsule,antibiotic
BATCH_007229,DRUG_269,Manufacturer_16,25-12-2023,10,-164,538,370.41,447.06,2.9,33,0,capsule,antifungal
BATCH_007230,DRUG_308,Manufacturer_23,07-09-2024,26,580,488,445.33,569.98,4.34,18,0,syrup,antihistamine
BATCH_007231,DRUG_58,Manufacturer_43,21-02-2025,18,503,491,387.19,347.98,1.41,155,0,tablet,painkiller
BATCH_007232,DRUG_288,Manufacturer_37,16-05-2024,24,405,492,150.5,449.08,1.69,5,0,ointment,antifungal
BATCH_007233,DRUG_465,Manufacturer_9,23-05-2022,7,-836,502,296.1,425.97,3.47,144,0,ointment,antibiotic
BATCH_007234,DRUG_105,Manufacturer_3,21-11-2023,11,-168,504,422.72,599.66,3.98,100,0,capsule,antifungal
BATCH_007235,DRUG_228,Manufacturer_8,19-01-2025,32,897,470,98.62,487.25,1.78,90,0,tablet,antacid
BATCH_007236,DRUG_247,Manufacturer_38,22-10-2022,6,-715,521,89.88,395.21,2.12,106,1,tablet,antacid
BATCH_007237,DRUG_188,Manufacturer_4,18-06-2023,20,-50,523,87.9,113.34,3.83,163,1,tablet,antibiotic
BATCH_007238,DRUG_494,Manufacturer_12,23-09-2022,20,-318,501,105.19,249.46,1.78,0,1,injection,antacid
BATCH_007239,DRUG_83,Manufacturer_44,02-09-2023,19,-4,520,60.58,187.88,3.5,143,1,injection,antifungal
BATCH_007240,DRUG_186,Manufacturer_31,04-10-2022,12,-550,515,420.44,519.52,1.21,46,0,capsule,painkiller
BATCH_007241,DRUG_252,Manufacturer_25,24-06-2024,36,809,521,410.98,295.4,2.35,22,0,tablet,antifungal
BATCH_007242,DRUG_355,Manufacturer_16,11-11-2023,10,-208,482,84.17,344.41,3.6,84,1,tablet,painkiller
BATCH_007243,DRUG_238,Manufacturer_42,27-01-2025,25,692,474,355.71,580.65,2.57,87,0,ointment,antacid
BATCH_007244,DRUG_360,Manufacturer_14,04-05-2024,30,576,505,317.22,510.18,0.59,142,0,ointment,antifungal
BATCH_007245,DRUG_184,Manufacturer_13,22-01-2025,31,869,480,145.34,484.4,2.33,66,0,capsule,antacid
BATCH_007246,DRUG_284,Manufacturer_41,14-06-2023,21,-23,470,121.41,128.22,1.8,42,1,tablet,painkiller
BATCH_007247,DRUG_385,Manufacturer_7,05-11-2023,22,151,489,132.79,62.52,0.96,135,0,capsule,antacid
BATCH_007248,DRUG_426,Manufacturer_12,26-09-2024,16,295,492,368.01,119.05,0.54,114,0,ointment,supplement
BATCH_007249,DRUG_210,Manufacturer_37,03-05-2023,20,-96,476,166.47,457.16,0.7,97,1,ointment,antihistamine
BATCH_007250,DRUG_304,Manufacturer_50,23-03-2024,25,382,506,146.2,275.89,4.77,171,0,injection,antifungal
BATCH_007251,DRUG_296,Manufacturer_4,12-01-2024,21,189,510,21.02,114.61,3.87,25,0,capsule,supplement
BATCH_007252,DRUG_97,Manufacturer_2,17-12-2023,8,-233,502,455.04,456.46,4.73,159,0,capsule,antacid
BATCH_007253,DRUG_447,Manufacturer_35,07-06-2022,11,-700,464,378.83,157.02,1.02,63,0,tablet,antacid
BATCH_007254,DRUG_460,Manufacturer_44,15-05-2023,26,99,512,241.66,373.97,3.07,42,0,tablet,antihistamine
BATCH_007255,DRUG_456,Manufacturer_3,31-12-2023,28,390,491,472.03,457.85,0.87,111,0,injection,antacid
BATCH_007256,DRUG_472,Manufacturer_4,13-12-2022,18,-298,491,153.83,384.43,0.62,61,1,syrup,antihistamine
BATCH_007257,DRUG_208,Manufacturer_38,02-07-2022,6,-827,480,340.61,596.5,2.6,138,0,syrup,antifungal
BATCH_007258,DRUG_370,Manufacturer_12,24-02-2023,34,262,480,159.52,288.79,3.41,117,0,syrup,painkiller
BATCH_007259,DRUG_388,Manufacturer_19,06-11-2024,26,640,500,164.14,221.49,0.79,136,0,capsule,antihistamine
BATCH_007260,DRUG_422,Manufacturer_10,22-04-2022,19,-502,490,423.91,160.66,2.14,47,0,capsule,antihistamine
BATCH_007261,DRUG_492,Manufacturer_1,26-02-2024,7,-192,496,395.64,327.08,0.91,133,0,ointment,supplement
BATCH_007262,DRUG_411,Manufacturer_17,04-11-2022,7,-671,464,154.11,518.86,2.13,53,1,capsule,antacid
BATCH_007263,DRUG_137,Manufacturer_16,05-01-2024,32,517,493,49.88,570.8,2.62,61,0,capsule,antifungal
BATCH_007264,DRUG_367,Manufacturer_9,08-01-2023,20,-211,502,185.22,584.63,2.02,126,1,capsule,painkiller
BATCH_007265,DRUG_400,Manufacturer_9,17-03-2025,32,954,490,382.43,342.26,3.09,120,0,injection,antibiotic
BATCH_007266,DRUG_184,Manufacturer_9,02-04-2025,23,696,506,59.27,382.89,3.13,97,0,capsule,antihistamine
BATCH_007267,DRUG_76,Manufacturer_12,03-04-2023,14,-308,521,339.33,369.85,2,55,0,tablet,antibiotic
BATCH_007268,DRUG_287,Manufacturer_41,11-08-2024,31,705,486,445.98,306.28,2.25,81,0,tablet,antacid
BATCH_007269,DRUG_472,Manufacturer_15,18-06-2023,8,-415,486,97.82,133.73,2.48,86,1,ointment,antihistamine
BATCH_007270,DRUG_375,Manufacturer_2,11-03-2024,9,-118,520,432.48,86,2.19,157,0,injection,antibiotic
BATCH_007271,DRUG_142,Manufacturer_11,02-07-2024,20,330,473,35.17,290.15,3.92,130,0,tablet,supplement
BATCH_007272,DRUG_237,Manufacturer_11,04-01-2025,10,212,483,336.77,152.39,1.13,127,0,injection,antibiotic
BATCH_007273,DRUG_25,Manufacturer_8,29-03-2025,35,1057,490,397.61,537.66,4.36,60,0,injection,supplement
BATCH_007274,DRUG_290,Manufacturer_32,18-06-2023,25,103,514,227.94,468.93,1.99,142,0,ointment,painkiller
BATCH_007275,DRUG_67,Manufacturer_6,07-05-2022,25,-304,479,109.83,390.12,3.76,2,1,injection,antacid
